Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Pusharla V Shindu;"-10;-38 (2)";1;5;8;2165200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Construccion;;;;;;
Clara Azurmendi;"10;14 (1)";1;6;4;2165200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;Winner Pusarla V Shindu;;;;
Clara Azurmendi;Rest Time (67);1;;;2170520;14200;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (68);2;;;2184720;4800;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;-25 (6)";2;1;6;2182720;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;5;Construccion;;;;;;
Clara Azurmendi;"-2;16 (2)";2;2;2;2183880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Pusharla V Shindu;"14;-55 (7)";2;3;9;2183880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-14;28 (1)";2;4;5;2183880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Construccion;;;;;;
Pusharla V Shindu;"-4;-16 (1)";2;5;3;2183880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;3;;;;Construccion;;;;;;
Clara Azurmendi;"13;14 (1)";2;6;4;2183880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;Winner Pusarla V Shindu;;;;
Clara Azurmendi;Rest Time (68);2;;;2189520;13880;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (69);3;;;2203400;19640;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;-26 (4)";3;1;7;2201400;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;7;Construccion;;;;;;
Clara Azurmendi;"9;17 (1)";3;2;4;2202360;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"12;-53 (1)";3;3;9;2202360;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Clara Azurmendi;"13;33 (2)";3;4;8;2203280;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Pusharla V Shindu;"-3;-38 (1)";3;5;7;2203680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;;;;Construccion;;;;;;
Clara Azurmendi;"14;14 (2)";3;6;4;2203680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"12;-15 (3)";3;7;1;2203680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Clara Azurmendi;"-13;55 (2)";3;8;9;2203680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"14;-54 (6)";3;9;9;2203680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-4;25 (1)";3;10;6;2203680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;-55 (8)";3;11;12;2203680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Defence;;;;;;
Clara Azurmendi;"-13;55 (3)";3;12;9;2210160;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Pusharla V Shindu;"-12;-55 (4)";3;13;12;2210920;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"15;56 (1)";3;14;12;2210920;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Defence;;;;;;
Pusharla V Shindu;"13;-54 (6)";3;15;9;2213760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"10;12 (1)";3;16;4;2213760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"3;-15 (1)";3;17;2;2213760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Clara Azurmendi;"-13;6 (1)";3;18;1;2213760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;-6 (1)";3;19;4;2213760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"-14;54 (10)";3;20;9;2218280;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"14;-17 (1)";3;21;1;2218280;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (69);3;;;2223040;26280;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (70);4;;;2249320;3920;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"-2;24 (3)";4;1;6;2247320;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Pusharla V Shindu;"10;-54 (1)";4;2;9;2248360;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Clara Azurmendi;"13;35 (2)";4;3;8;2248400;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Pusharla V Shindu;"3;-17 (8)";4;4;2;2248840;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Attack;;;;;;
Clara Azurmendi;"-4;34 (1)";4;5;6;2250320;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;;;;Defence;;;;;;
Pusharla V Shindu;"-4;-37 (1)";4;6;7;2250720;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;;;;Attack;;;;;;
Clara Azurmendi;"-10;2 (1)";4;7;1;2250520;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;NET;;;;Construccion;;Unforced Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (70);4;;;2253240;22080;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (71);5;;;2275320;19600;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"2;24 (4)";5;1;7;2273320;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Clara Azurmendi;Backhand short service;3;Construccion;;;;;;
Pusharla V Shindu;"-11;-17 (6)";5;2;4;2274240;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Finta;;
Clara Azurmendi;"-13;54 (3)";5;3;9;2274400;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-11;-33 (1)";5;4;8;2274400;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Construccion;;;;;;
Clara Azurmendi;"10;11 (1)";5;5;4;2274400;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"13;-55 (9)";5;6;9;2277000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-12;55 (1)";5;7;9;2277000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;-54 (8)";5;8;12;2277000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"12;16 (1)";5;9;4;2277000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"12;-55 (4)";5;10;9;2277000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;Reves;
Clara Azurmendi;"13;56 (4)";5;11;12;2282080;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Defence;;;;;;
Pusharla V Shindu;"14;-56 (2)";5;12;9;2283000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Clara Azurmendi;"12;55 (2)";5;13;12;2284080;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;-15 (3)";5;14;4;2284080;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"-15;55 (4)";5;15;9;2286680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;-15 (4)";5;16;4;2286680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"11;56 (1)";5;17;12;2288800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Pusharla V Shindu;"12;-55 (5)";5;18;9;2288800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Clara Azurmendi;"13;14 (2)";5;19;4;2290720;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"11;-54 (2)";5;20;9;2290720;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-11;1 (1)";5;21;1;2290720;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;NET;;;;Construccion;;Unforced Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (71);5;;;2294920;38080;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (72);6;;;2333000;7080;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"-2;25 (12)";6;1;6;2331000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Clara Azurmendi;Backhand short service;5;Construccion;;;;;;
Pusharla V Shindu;"4;-16 (1)";6;2;2;2332000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Clara Azurmendi;"14;10 (1)";6;3;4;2332000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"13;-54 (7)";6;4;9;2332000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;Reves;
Clara Azurmendi;"-12;55 (2)";6;5;9;2333640;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Defence;;;;;;
Pusharla V Shindu;"-11;-54 (2)";6;6;12;2334640;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"-13;17 (2)";6;7;1;2334640;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"-4;1 (2)";6;8;2;2334640;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Pusharla V Shindu;Rest Time (72);6;;;2340080;21360;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (73);7;;;2361440;6600;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;-24 (7)";7;1;6;2359440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;7;Construccion;;;;;;
Clara Azurmendi;"-7;19 (1)";7;2;1;2360360;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"12;-9 (2)";7;3;1;2360360;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"-14;54 (11)";7;4;9;2361200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;-38 (1)";7;5;8;2361200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Clara Azurmendi;"3;16 (1)";7;6;3;2363720;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;3;;;;Defence;;;;;;
Pusharla V Shindu;"13;-53 (2)";7;7;9;2364960;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Clara Azurmendi;"4;42 (1)";7;8;7;2365520;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;;;;Construccion;;Winner Pusarla V Shindu;;;;
Clara Azurmendi;Rest Time (73);7;;;2368040;21120;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (74);8;;;2389160;8000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-1;-24 (2)";8;1;7;2387160;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;7;Construccion;;;;;;
Clara Azurmendi;"10;19 (1)";8;2;4;2388000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"14;-54 (7)";8;3;9;2388040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-13;17 (3)";8;4;1;2388040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;-15 (5)";8;5;4;2388040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"15;56 (2)";8;6;12;2390880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Defence;;;;;;
Pusharla V Shindu;"-14;-55 (9)";8;7;12;2392280;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Clara Azurmendi;"-14;37 (1)";8;8;5;2393400;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Pusharla V Shindu;"-14;-16 (3)";8;9;4;2393840;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;4;;;;Attack;;;;;;
Clara Azurmendi;"-14;45 (1)";8;10;5;2394680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;3;Indonesia Master 2021;58;7;5;;;;Construccion;;Winner Pusarla V Shindu;;;;
Clara Azurmendi;Rest Time (74);8;;;2397160;24560;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;3;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
